jobs,gender,salary,age,number of workers,working hours
all,woman,1300,30 ~ 34,"1,254",102.2
all,woman,1300,35 ~ 39,"3,174",103.7
all,woman,1300,40 ~ 44,"3,254",115.9
all,woman,1300,45 ~ 49,"5,690",120.6
all,woman,1300,50 ~ 54,"4,733",117.2
all,woman,1300,55 ~ 59,"6,000",118.6
all,woman,1300,60 ~,"11,795",119.1
all,woman,1400,all,"55,296",124.5
all,woman,1400,~ 19,177,142.8
all,woman,1400,20 ~ 24,"1,552",124.6
all,woman,1400,25 ~ 29,"2,336",134.8
all,woman,1400,30 ~ 34,"3,013",108.5
all,woman,1400,35 ~ 39,"3,828",114.5
all,woman,1400,40 ~ 44,"4,779",121.3
all,woman,1400,45 ~ 49,"6,099",125.5
all,woman,1400,50 ~ 54,"7,835",123.3
all,woman,1400,55 ~ 59,"8,091",127.1
all,woman,1400,60 ~,"17,587",127.7
all,woman,1500,all,"43,355",131.9
all,woman,1500,~ 19,125,139
all,woman,1500,20 ~ 24,"1,921",138.9
all,woman,1500,25 ~ 29,"2,339",115
all,woman,1500,30 ~ 34,"1,959",128.7
all,woman,1500,35 ~ 39,"2,976",130.7
all,woman,1500,40 ~ 44,"3,851",129.7
all,woman,1500,45 ~ 49,"6,070",130.8
all,woman,1500,50 ~ 54,"6,643",138.2
all,woman,1500,55 ~ 59,"6,076",131.5
all,woman,1500,60 ~,"11,395",132.7
all,woman,1600,all,"67,087",142
all,woman,1600,~ 19,298,144.4
all,woman,1600,20 ~ 24,"4,573",145.5
all,woman,1600,25 ~ 29,"4,723",147.4
all,woman,1600,30 ~ 34,"3,367",143.9
all,woman,1600,35 ~ 39,"5,074",134.4
all,woman,1600,40 ~ 44,"6,654",136.9
all,woman,1600,45 ~ 49,"8,813",140.7
all,woman,1600,50 ~ 54,"10,302",144
all,woman,1600,55 ~ 59,"9,986",142.7
all,woman,1600,60 ~,"13,298",142.7
all,woman,1700,all,"79,051",149.4
all,woman,1700,~ 19,223,152.9
all,woman,1700,20 ~ 24,"5,770",148.4
all,woman,1700,25 ~ 29,"6,428",149.1
all,woman,1700,30 ~ 34,"4,241",151.4
all,woman,1700,35 ~ 39,"6,045",142.1
all,woman,1700,40 ~ 44,"8,270",149.5
all,woman,1700,45 ~ 49,"12,600",149.6
all,woman,1700,50 ~ 54,"13,371",150
all,woman,1700,55 ~ 59,"9,950",149.8
all,woman,1700,60 ~,"12,153",151.9
all,woman,1800,all,"330,688",154.8
all,woman,1800,~ 19,"3,071",156.6
all,woman,1800,20 ~ 24,"34,728",155.4
all,woman,1800,25 ~ 29,"36,932",154.4
all,woman,1800,30 ~ 34,"23,047",152.5
all,woman,1800,35 ~ 39,"31,303",153.7
all,woman,1800,40 ~ 44,"41,059",153.8
all,woman,1800,45 ~ 49,"54,437",153.4
all,woman,1800,50 ~ 54,"43,836",154.7
all,woman,1800,55 ~ 59,"32,186",157.7
all,woman,1800,60 ~,"30,089",158
all,woman,1900,all,"286,263",158.3
all,woman,1900,~ 19,"2,191",159.2
all,woman,1900,20 ~ 24,"35,729",157
all,woman,1900,25 ~ 29,"38,886",155.6
all,woman,1900,30 ~ 34,"23,030",156.7
all,woman,1900,35 ~ 39,"22,016",156.2
all,woman,1900,40 ~ 44,"29,319",156.5
all,woman,1900,45 ~ 49,"38,118",158.4
all,woman,1900,50 ~ 54,"37,836",158.9
all,woman,1900,55 ~ 59,"31,461",161.8
all,woman,1900,60 ~,"27,676",163.4
all,woman,2000,all,"248,022",160
all,woman,2000,~ 19,"1,222",169.7
all,woman,2000,20 ~ 24,"27,766",160.1
all,woman,2000,25 ~ 29,"36,942",156.9
all,woman,2000,30 ~ 34,"19,963",156.7
all,woman,2000,35 ~ 39,"21,198",156.4
all,woman,2000,40 ~ 44,"23,906",159.2
all,woman,2000,45 ~ 49,"32,779",158.8
all,woman,2000,50 ~ 54,"32,271",161
all,woman,2000,55 ~ 59,"27,747",163.5
all,woman,2000,60 ~,"24,227",167.3
all,woman,2200,all,"470,847",163.2
all,woman,2200,~ 19,"2,741",164.1
all,woman,2200,20 ~ 24,"47,395",161.5
all,woman,2200,25 ~ 29,"84,145",159.6
all,woman,2200,30 ~ 34,"43,677",158.5
all,woman,2200,35 ~ 39,"40,882",160.7
all,woman,2200,40 ~ 44,"45,723",160
all,woman,2200,45 ~ 49,"59,224",163
all,woman,2200,50 ~ 54,"66,205",166.1
all,woman,2200,55 ~ 59,"47,159",170
all,woman,2200,60 ~,"33,696",172.6
all,woman,2400,all,"357,007",167.6
all,woman,2400,~ 19,"1,411",173.7
all,woman,2400,20 ~ 24,"30,366",165.3
all,woman,2400,25 ~ 29,"71,282",160.7
all,woman,2400,30 ~ 34,"44,086",159.2
all,woman,2400,35 ~ 39,"30,561",161.8
all,woman,2400,40 ~ 44,"32,009",166.1
all,woman,2400,45 ~ 49,"44,359",170.6
all,woman,2400,50 ~ 54,"44,758",173.8
all,woman,2400,55 ~ 59,"34,791",177.7
all,woman,2400,60 ~,"23,385",184.1
all,woman,2600,all,"288,432",169.9
all,woman,2600,~ 19,672,167.7
all,woman,2600,20 ~ 24,"19,221",169.8
all,woman,2600,25 ~ 29,"63,219",163
all,woman,2600,30 ~ 34,"39,988",161.5
all,woman,2600,35 ~ 39,"31,957",163.5
all,woman,2600,40 ~ 44,"27,236",168.4
all,woman,2600,45 ~ 49,"33,909",172.9
all,woman,2600,50 ~ 54,"32,634",180.4
all,woman,2600,55 ~ 59,"25,106",183.1
all,woman,2600,60 ~,"14,491",186
all,woman,2800,all,"222,994",170.4
all,woman,2800,~ 19,513,175.9
all,woman,2800,20 ~ 24,"13,348",170.1
all,woman,2800,25 ~ 29,"47,873",163.8
all,woman,2800,30 ~ 34,"36,409",162.7
all,woman,2800,35 ~ 39,"26,749",163.4
all,woman,2800,40 ~ 44,"22,279",166.3
all,woman,2800,45 ~ 49,"26,283",175.4
all,woman,2800,50 ~ 54,"24,019",181.7
all,woman,2800,55 ~ 59,"17,411",189.6
all,woman,2800,60 ~,"8,109",187
all,woman,3000,all,"174,896",168.9
all,woman,3000,~ 19,332,186.7
all,woman,3000,20 ~ 24,"8,782",167.2
all,woman,3000,25 ~ 29,"35,661",163.1
all,woman,3000,30 ~ 34,"31,671",161.7
all,woman,3000,35 ~ 39,"23,439",163.1
all,woman,3000,40 ~ 44,"18,759",165.5
all,woman,3000,45 ~ 49,"19,213",174.3
all,woman,3000,50 ~ 54,"17,978",181.8
all,woman,3000,55 ~ 59,"13,245",183
all,woman,3000,60 ~,"5,815",189.6
all,woman,3500,all,"345,716",168.4
all,woman,3500,~ 19,566,176
all,woman,3500,20 ~ 24,"17,525",171.6
all,woman,3500,25 ~ 29,"68,204",164.3
all,woman,3500,30 ~ 34,"67,751",162.3
all,woman,3500,35 ~ 39,"55,241",163.3
all,woman,3500,40 ~ 44,"38,250",166.1
all,woman,3500,45 ~ 49,"37,917",174.2
all,woman,3500,50 ~ 54,"31,527",178.4
all,woman,3500,55 ~ 59,"20,683",186.4
all,woman,3500,60 ~,"8,053",179.4
all,woman,4000,all,"224,748",166
all,woman,4000,~ 19,296,161.6
all,woman,4000,20 ~ 24,"8,699",171.1
all,woman,4000,25 ~ 29,"41,955",164.3
all,woman,4000,30 ~ 34,"48,570",161.5
all,woman,4000,35 ~ 39,"42,092",161.4
all,woman,4000,40 ~ 44,"28,359",164.5
all,woman,4000,45 ~ 49,"23,286",171.9
all,woman,4000,50 ~ 54,"17,035",178.8
all,woman,4000,55 ~ 59,"9,995",175.8
all,woman,4000,60 ~,"4,463",174.7
all,woman,4500,all,"155,603",164.2
all,woman,4500,~ 19,114,164.6
all,woman,4500,20 ~ 24,"4,893",169.6
all,woman,4500,25 ~ 29,"25,799",166.2
all,woman,4500,30 ~ 34,"32,573",161.2
all,woman,4500,35 ~ 39,"32,441",160.1
all,woman,4500,40 ~ 44,"24,054",161.9
all,woman,4500,45 ~ 49,"15,100",169.2
all,woman,4500,50 ~ 54,"10,419",169.6
all,woman,4500,55 ~ 59,"7,412",174.1
all,woman,4500,60 ~,"2,800",163.8
all,woman,5000,all,"113,070",162.2
all,woman,5000,~ 19,134,176.1
all,woman,5000,20 ~ 24,"2,809",168.4
all,woman,5000,25 ~ 29,"16,124",164.1
all,woman,5000,30 ~ 34,"23,468",161
all,woman,5000,35 ~ 39,"24,714",159.4
all,woman,5000,40 ~ 44,"19,596",161.3
all,woman,5000,45 ~ 49,"12,789",162.3
all,woman,5000,50 ~ 54,"7,500",166
all,woman,5000,55 ~ 59,"4,423",168.8
all,woman,5000,60 ~,"1,513",165.6
all,woman,6000,all,"164,751",161.2
all,woman,6000,~ 19,101,181.7
all,woman,6000,20 ~ 24,"2,674",169.3
all,woman,6000,25 ~ 29,"17,423",165.1
all,woman,6000,30 ~ 34,"30,616",161.9
all,woman,6000,35 ~ 39,"35,181",159.9
all,woman,6000,40 ~ 44,"31,561",159.6
all,woman,6000,45 ~ 49,"23,085",159.3
all,woman,6000,50 ~ 54,"12,844",161.3
all,woman,6000,55 ~ 59,"7,132",164.2
all,woman,6000,60 ~,"4,134",159.7
all,woman,10000,all,"230,661",160.4
all,woman,10000,~ 19,33,179.7
all,woman,10000,20 ~ 24,"1,099",168.5
all,woman,10000,25 ~ 29,"12,320",170
all,woman,10000,30 ~ 34,"27,420",163
all,woman,10000,35 ~ 39,"44,777",160.7
all,woman,10000,40 ~ 44,"46,693",159.7
all,woman,10000,45 ~ 49,"44,459",159
all,woman,10000,50 ~ 54,"28,687",157.5
all,woman,10000,55 ~ 59,"17,505",158.2
all,woman,10000,60 ~,"7,668",161.3
Administrator,all,all,all,"121,887",159.2
Administrator,all,all,~ 19,0,0
Administrator,all,all,20 ~ 24,47,152.3
Administrator,all,all,25 ~ 29,701,169.6
Administrator,all,all,30 ~ 34,"2,211",157.9
Administrator,all,all,35 ~ 39,"4,985",160
Administrator,all,all,40 ~ 44,"11,349",161.9
Administrator,all,all,45 ~ 49,"25,699",158.9
Administrator,all,all,50 ~ 54,"30,851",159.1
Administrator,all,all,55 ~ 59,"26,567",157.7
Administrator,all,all,60 ~,"19,479",160
Administrator,all,800,all,0,0
Administrator,all,800,~ 19,0,0
Administrator,all,800,20 ~ 24,0,0
Administrator,all,800,25 ~ 29,0,0
Administrator,all,800,30 ~ 34,0,0
Administrator,all,800,35 ~ 39,0,0
Administrator,all,800,40 ~ 44,0,0
Administrator,all,800,45 ~ 49,0,0
Administrator,all,800,50 ~ 54,0,0
Administrator,all,800,55 ~ 59,0,0
Administrator,all,800,60 ~,0,0
Administrator,all,900,all,0,0
Administrator,all,900,~ 19,0,0
Administrator,all,900,20 ~ 24,0,0
Administrator,all,900,25 ~ 29,0,0
Administrator,all,900,30 ~ 34,0,0
Administrator,all,900,35 ~ 39,0,0
Administrator,all,900,40 ~ 44,0,0
Administrator,all,900,45 ~ 49,0,0
Administrator,all,900,50 ~ 54,0,0
Administrator,all,900,55 ~ 59,0,0
Administrator,all,900,60 ~,0,0
Administrator,all,1000,all,0,0
Administrator,all,1000,~ 19,0,0
Administrator,all,1000,20 ~ 24,0,0
Administrator,all,1000,25 ~ 29,0,0
Administrator,all,1000,30 ~ 34,0,0
Administrator,all,1000,35 ~ 39,0,0
Administrator,all,1000,40 ~ 44,0,0
Administrator,all,1000,45 ~ 49,0,0
Administrator,all,1000,50 ~ 54,0,0
Administrator,all,1000,55 ~ 59,0,0
Administrator,all,1000,60 ~,0,0
Administrator,all,1100,all,105,120.8
Administrator,all,1100,~ 19,0,0
Administrator,all,1100,20 ~ 24,0,0
Administrator,all,1100,25 ~ 29,0,0
Administrator,all,1100,30 ~ 34,0,0
Administrator,all,1100,35 ~ 39,0,0
Administrator,all,1100,40 ~ 44,0,0
Administrator,all,1100,45 ~ 49,4,152
Administrator,all,1100,50 ~ 54,0,0
Administrator,all,1100,55 ~ 59,0,0
Administrator,all,1100,60 ~,102,119.7
Administrator,all,1200,all,0,0
Administrator,all,1200,~ 19,0,0
Administrator,all,1200,20 ~ 24,0,0
Administrator,all,1200,25 ~ 29,0,0
Administrator,all,1200,30 ~ 34,0,0
Administrator,all,1200,35 ~ 39,0,0
Administrator,all,1200,40 ~ 44,0,0
Administrator,all,1200,45 ~ 49,0,0
Administrator,all,1200,50 ~ 54,0,0
Administrator,all,1200,55 ~ 59,0,0
Administrator,all,1200,60 ~,0,0
Administrator,all,1300,all,13,141.4
Administrator,all,1300,~ 19,0,0
Administrator,all,1300,20 ~ 24,0,0
Administrator,all,1300,25 ~ 29,0,0
Administrator,all,1300,30 ~ 34,1,84
Administrator,all,1300,35 ~ 39,1,76
Administrator,all,1300,40 ~ 44,0,0
Administrator,all,1300,45 ~ 49,0,0
Administrator,all,1300,50 ~ 54,0,0
Administrator,all,1300,55 ~ 59,0,0
Administrator,all,1300,60 ~,10,160
Administrator,all,1400,all,95,139.2
Administrator,all,1400,~ 19,0,0
Administrator,all,1400,20 ~ 24,0,0
Administrator,all,1400,25 ~ 29,0,0
Administrator,all,1400,30 ~ 34,0,0
Administrator,all,1400,35 ~ 39,1,72
Administrator,all,1400,40 ~ 44,0,0
Administrator,all,1400,45 ~ 49,0,0
Administrator,all,1400,50 ~ 54,0,0
Administrator,all,1400,55 ~ 59,3,152
Administrator,all,1400,60 ~,90,139.8
Administrator,all,1500,all,98,138.8
Administrator,all,1500,~ 19,0,0
Administrator,all,1500,20 ~ 24,0,0
Administrator,all,1500,25 ~ 29,0,0
Administrator,all,1500,30 ~ 34,0,0
Administrator,all,1500,35 ~ 39,1,64
Administrator,all,1500,40 ~ 44,10,81.1
Administrator,all,1500,45 ~ 49,26,139.7
Administrator,all,1500,50 ~ 54,0,0
Administrator,all,1500,55 ~ 59,1,80
Administrator,all,1500,60 ~,59,152
Administrator,all,1600,all,33,123.2
Administrator,all,1600,~ 19,0,0
Administrator,all,1600,20 ~ 24,0,0
Administrator,all,1600,25 ~ 29,0,0
Administrator,all,1600,30 ~ 34,0,0
Administrator,all,1600,35 ~ 39,0,0
Administrator,all,1600,40 ~ 44,0,0
Administrator,all,1600,45 ~ 49,4,152
Administrator,all,1600,50 ~ 54,0,0
Administrator,all,1600,55 ~ 59,0,0
Administrator,all,1600,60 ~,30,119.8
Administrator,all,1700,all,0,0
Administrator,all,1700,~ 19,0,0
Administrator,all,1700,20 ~ 24,0,0
Administrator,all,1700,25 ~ 29,0,0
Administrator,all,1700,30 ~ 34,0,0
Administrator,all,1700,35 ~ 39,0,0
Administrator,all,1700,40 ~ 44,0,0
Administrator,all,1700,45 ~ 49,0,0
Administrator,all,1700,50 ~ 54,0,0
Administrator,all,1700,55 ~ 59,0,0
Administrator,all,1700,60 ~,0,0
Administrator,all,1800,all,95,156.3
Administrator,all,1800,~ 19,0,0
Administrator,all,1800,20 ~ 24,0,0
Administrator,all,1800,25 ~ 29,0,0
Administrator,all,1800,30 ~ 34,0,0
Administrator,all,1800,35 ~ 39,0,0
Administrator,all,1800,40 ~ 44,29,152
Administrator,all,1800,45 ~ 49,10,152
Administrator,all,1800,50 ~ 54,13,152
Administrator,all,1800,55 ~ 59,6,152
Administrator,all,1800,60 ~,37,162.9
Administrator,all,1900,all,77,159.9
Administrator,all,1900,~ 19,0,0
Administrator,all,1900,20 ~ 24,0,0
Administrator,all,1900,25 ~ 29,0,0
Administrator,all,1900,30 ~ 34,0,0
Administrator,all,1900,35 ~ 39,6,152
Administrator,all,1900,40 ~ 44,8,152
Administrator,all,1900,45 ~ 49,4,152
Administrator,all,1900,50 ~ 54,17,153.7
Administrator,all,1900,55 ~ 59,21,153.3
Administrator,all,1900,60 ~,21,178.8
Administrator,all,2000,all,29,158
Administrator,all,2000,~ 19,0,0
Administrator,all,2000,20 ~ 24,0,0
Administrator,all,2000,25 ~ 29,6,168
Administrator,all,2000,30 ~ 34,0,0
Administrator,all,2000,35 ~ 39,0,0
Administrator,all,2000,40 ~ 44,0,0
Administrator,all,2000,45 ~ 49,11,160
Administrator,all,2000,50 ~ 54,0,0
Administrator,all,2000,55 ~ 59,0,0
Administrator,all,2000,60 ~,13,152
Administrator,all,2200,all,576,160.3
Administrator,all,2200,~ 19,0,0
Administrator,all,2200,20 ~ 24,15,158.9
Administrator,all,2200,25 ~ 29,5,152
Administrator,all,2200,30 ~ 34,10,153.4
Administrator,all,2200,35 ~ 39,4,152
Administrator,all,2200,40 ~ 44,54,209
Administrator,all,2200,45 ~ 49,53,149
Administrator,all,2200,50 ~ 54,104,153.7
Administrator,all,2200,55 ~ 59,92,156.3
Administrator,all,2200,60 ~,238,156.8
Administrator,all,2400,all,349,162.1
Administrator,all,2400,~ 19,0,0
Administrator,all,2400,20 ~ 24,8,131.3
Administrator,all,2400,25 ~ 29,86,187.3
Administrator,all,2400,30 ~ 34,31,141.7
Administrator,all,2400,35 ~ 39,18,170.9
Administrator,all,2400,40 ~ 44,0,0
Administrator,all,2400,45 ~ 49,49,156.9
Administrator,all,2400,50 ~ 54,21,152
Administrator,all,2400,55 ~ 59,22,152
Administrator,all,2400,60 ~,114,155.4
Administrator,all,2600,all,541,156.4
Administrator,all,2600,~ 19,0,0
Administrator,all,2600,20 ~ 24,0,0
Administrator,all,2600,25 ~ 29,42,169
Administrator,all,2600,30 ~ 34,90,154.9
Administrator,all,2600,35 ~ 39,22,153.1
Administrator,all,2600,40 ~ 44,23,159.2
Administrator,all,2600,45 ~ 49,117,153.8
Administrator,all,2600,50 ~ 54,32,157.7
Administrator,all,2600,55 ~ 59,86,164
Administrator,all,2600,60 ~,130,150.3
Administrator,all,2800,all,414,161.1
Administrator,all,2800,~ 19,0,0
Administrator,all,2800,20 ~ 24,6,152
Administrator,all,2800,25 ~ 29,21,163.2
Administrator,all,2800,30 ~ 34,33,151.3
Administrator,all,2800,35 ~ 39,83,153.4
Administrator,all,2800,40 ~ 44,2,176
Administrator,all,2800,45 ~ 49,36,162.5
Administrator,all,2800,50 ~ 54,17,159.5
Administrator,all,2800,55 ~ 59,97,180
Administrator,all,2800,60 ~,118,153.5
Administrator,all,3000,all,620,169.6
Administrator,all,3000,~ 19,0,0
Administrator,all,3000,20 ~ 24,5,167
Administrator,all,3000,25 ~ 29,61,170.8
Administrator,all,3000,30 ~ 34,91,178.2
Administrator,all,3000,35 ~ 39,68,184.4
Administrator,all,3000,40 ~ 44,80,181.9
Administrator,all,3000,45 ~ 49,46,168.9
Administrator,all,3000,50 ~ 54,82,160.1
Administrator,all,3000,55 ~ 59,102,158.9
Administrator,all,3000,60 ~,85,158.8
Administrator,all,3500,all,"2,660",165
Administrator,all,3500,~ 19,0,0
Administrator,all,3500,20 ~ 24,3,152
Administrator,all,3500,25 ~ 29,98,185.2
Administrator,all,3500,30 ~ 34,391,159.8
Administrator,all,3500,35 ~ 39,255,159.9
Administrator,all,3500,40 ~ 44,443,173.8
Administrator,all,3500,45 ~ 49,208,154
Administrator,all,3500,50 ~ 54,339,162.4
Administrator,all,3500,55 ~ 59,249,163.7
Administrator,all,3500,60 ~,673,166.4
Administrator,all,4000,all,"3,306",166.6
Administrator,all,4000,~ 19,0,0
Administrator,all,4000,20 ~ 24,0,0
Administrator,all,4000,25 ~ 29,70,185.5
Administrator,all,4000,30 ~ 34,47,172.8
Administrator,all,4000,35 ~ 39,354,158
Administrator,all,4000,40 ~ 44,434,171.7
Administrator,all,4000,45 ~ 49,817,168.9
Administrator,all,4000,50 ~ 54,464,171.7
Administrator,all,4000,55 ~ 59,401,171.3
Administrator,all,4000,60 ~,718,157
Administrator,all,4500,all,"3,973",165.1
Administrator,all,4500,~ 19,0,0
Administrator,all,4500,20 ~ 24,0,0
Administrator,all,4500,25 ~ 29,40,172.6
Administrator,all,4500,30 ~ 34,365,158.9
Administrator,all,4500,35 ~ 39,547,161.9
Administrator,all,4500,40 ~ 44,617,163.5
Administrator,all,4500,45 ~ 49,448,177.5
Administrator,all,4500,50 ~ 54,591,166.6
Administrator,all,4500,55 ~ 59,596,154.4
Administrator,all,4500,60 ~,769,171.2
Administrator,all,5000,all,"4,486",165.9
Administrator,all,5000,~ 19,0,0
Administrator,all,5000,20 ~ 24,0,0
Administrator,all,5000,25 ~ 29,31,156.5
Administrator,all,5000,30 ~ 34,186,157.2
Administrator,all,5000,35 ~ 39,407,157.1
Administrator,all,5000,40 ~ 44,776,167.5
Administrator,all,5000,45 ~ 49,"1,168",167
Administrator,all,5000,50 ~ 54,857,167.7
Administrator,all,5000,55 ~ 59,645,161.1
Administrator,all,5000,60 ~,416,176.7
Administrator,all,6000,all,"11,591",162.5
Administrator,all,6000,~ 19,0,0
Administrator,all,6000,20 ~ 24,10,152
Administrator,all,6000,25 ~ 29,58,151.3
Administrator,all,6000,30 ~ 34,327,154.5
Administrator,all,6000,35 ~ 39,784,163.2
Administrator,all,6000,40 ~ 44,"1,449",160.6
Administrator,all,6000,45 ~ 49,"2,878",160.5
Administrator,all,6000,50 ~ 54,"2,153",166.1
Administrator,all,6000,55 ~ 59,"2,077",162.8
Administrator,all,6000,60 ~,"1,854",164.1
Administrator,all,10000,all,"92,827",157.9
Administrator,all,10000,~ 19,0,0
Administrator,all,10000,20 ~ 24,0,0
Administrator,all,10000,25 ~ 29,183,155.2
Administrator,all,10000,30 ~ 34,636,156
Administrator,all,10000,35 ~ 39,"2,430",158.9
Administrator,all,10000,40 ~ 44,"7,425",159.7
Administrator,all,10000,45 ~ 49,"19,820",157.4
Administrator,all,10000,50 ~ 54,"26,162",157.9
Administrator,all,10000,55 ~ 59,"22,168",156.8
Administrator,all,10000,60 ~,"14,004",159
Administrator,man,all,all,"110,516",159.4
Administrator,man,all,~ 19,0,0
Administrator,man,all,20 ~ 24,13,160
Administrator,man,all,25 ~ 29,564,171.7
Administrator,man,all,30 ~ 34,"1,883",158.4
Administrator,man,all,35 ~ 39,"3,985",161.3
Administrator,man,all,40 ~ 44,"9,753",162.4
Administrator,man,all,45 ~ 49,"22,868",159.3
Administrator,man,all,50 ~ 54,"28,950",159.2
Administrator,man,all,55 ~ 59,"24,585",157.5
Administrator,man,all,60 ~,"17,915",160.2
Administrator,man,800,all,0,0
Administrator,man,800,~ 19,0,0
Administrator,man,800,20 ~ 24,0,0
Administrator,man,800,25 ~ 29,0,0
Administrator,man,800,30 ~ 34,0,0
Administrator,man,800,35 ~ 39,0,0
Administrator,man,800,40 ~ 44,0,0
Administrator,man,800,45 ~ 49,0,0
Administrator,man,800,50 ~ 54,0,0
Administrator,man,800,55 ~ 59,0,0
Administrator,man,800,60 ~,0,0
Administrator,man,900,all,0,0
Administrator,man,900,~ 19,0,0
Administrator,man,900,20 ~ 24,0,0
Administrator,man,900,25 ~ 29,0,0
Administrator,man,900,30 ~ 34,0,0
Administrator,man,900,35 ~ 39,0,0
Administrator,man,900,40 ~ 44,0,0
Administrator,man,900,45 ~ 49,0,0
Administrator,man,900,50 ~ 54,0,0
Administrator,man,900,55 ~ 59,0,0
Administrator,man,900,60 ~,0,0
Administrator,man,1000,all,0,0
Administrator,man,1000,~ 19,0,0
Administrator,man,1000,20 ~ 24,0,0
Administrator,man,1000,25 ~ 29,0,0
Administrator,man,1000,30 ~ 34,0,0
Administrator,man,1000,35 ~ 39,0,0
Administrator,man,1000,40 ~ 44,0,0
Administrator,man,1000,45 ~ 49,0,0
Administrator,man,1000,50 ~ 54,0,0
Administrator,man,1000,55 ~ 59,0,0
Administrator,man,1000,60 ~,0,0
Administrator,man,1100,all,82,132.2
Administrator,man,1100,~ 19,0,0
Administrator,man,1100,20 ~ 24,0,0
Administrator,man,1100,25 ~ 29,0,0
Administrator,man,1100,30 ~ 34,0,0
Administrator,man,1100,35 ~ 39,0,0
Administrator,man,1100,40 ~ 44,0,0
Administrator,man,1100,45 ~ 49,4,152
Administrator,man,1100,50 ~ 54,0,0
Administrator,man,1100,55 ~ 59,0,0
Administrator,man,1100,60 ~,79,131.3
Administrator,man,1200,all,0,0
Administrator,man,1200,~ 19,0,0
Administrator,man,1200,20 ~ 24,0,0
Administrator,man,1200,25 ~ 29,0,0
Administrator,man,1200,30 ~ 34,0,0
Administrator,man,1200,35 ~ 39,0,0
Administrator,man,1200,40 ~ 44,0,0
Administrator,man,1200,45 ~ 49,0,0
Administrator,man,1200,50 ~ 54,0,0
Administrator,man,1200,55 ~ 59,0,0
Administrator,man,1200,60 ~,0,0
Administrator,man,1300,all,10,160
Administrator,man,1300,~ 19,0,0
Administrator,man,1300,20 ~ 24,0,0
Administrator,man,1300,25 ~ 29,0,0
Administrator,man,1300,30 ~ 34,0,0
Administrator,man,1300,35 ~ 39,0,0
Administrator,man,1300,40 ~ 44,0,0
Administrator,man,1300,45 ~ 49,0,0
Administrator,man,1300,50 ~ 54,0,0
Administrator,man,1300,55 ~ 59,0,0
Administrator,man,1300,60 ~,10,160
Administrator,man,1400,all,93,140.2
Administrator,man,1400,~ 19,0,0
Administrator,man,1400,20 ~ 24,0,0
Administrator,man,1400,25 ~ 29,0,0
Administrator,man,1400,30 ~ 34,0,0
Administrator,man,1400,35 ~ 39,0,0
Administrator,man,1400,40 ~ 44,0,0
Administrator,man,1400,45 ~ 49,0,0
Administrator,man,1400,50 ~ 54,0,0
Administrator,man,1400,55 ~ 59,3,152
Administrator,man,1400,60 ~,90,139.8
Administrator,man,1500,all,50,152
Administrator,man,1500,~ 19,0,0
Administrator,man,1500,20 ~ 24,0,0
Administrator,man,1500,25 ~ 29,0,0
Administrator,man,1500,30 ~ 34,0,0
Administrator,man,1500,35 ~ 39,0,0
Administrator,man,1500,40 ~ 44,0,0
Administrator,man,1500,45 ~ 49,0,0
Administrator,man,1500,50 ~ 54,0,0
Administrator,man,1500,55 ~ 59,0,0
Administrator,man,1500,60 ~,50,152
Administrator,man,1600,all,33,123.2
Administrator,man,1600,~ 19,0,0
Administrator,man,1600,20 ~ 24,0,0
Administrator,man,1600,25 ~ 29,0,0
Administrator,man,1600,30 ~ 34,0,0
Administrator,man,1600,35 ~ 39,0,0
Administrator,man,1600,40 ~ 44,0,0
Administrator,man,1600,45 ~ 49,4,152
Administrator,man,1600,50 ~ 54,0,0
Administrator,man,1600,55 ~ 59,0,0
Administrator,man,1600,60 ~,30,119.8
Administrator,man,1700,all,0,0
Administrator,man,1700,~ 19,0,0
Administrator,man,1700,20 ~ 24,0,0
Administrator,man,1700,25 ~ 29,0,0
Administrator,man,1700,30 ~ 34,0,0
Administrator,man,1700,35 ~ 39,0,0
Administrator,man,1700,40 ~ 44,0,0
Administrator,man,1700,45 ~ 49,0,0
Administrator,man,1700,50 ~ 54,0,0
Administrator,man,1700,55 ~ 59,0,0
Administrator,man,1700,60 ~,0,0
Administrator,man,1800,all,77,152.8
Administrator,man,1800,~ 19,0,0
Administrator,man,1800,20 ~ 24,0,0
Administrator,man,1800,25 ~ 29,0,0
Administrator,man,1800,30 ~ 34,0,0
Administrator,man,1800,35 ~ 39,0,0
Administrator,man,1800,40 ~ 44,29,152
Administrator,man,1800,45 ~ 49,10,152
Administrator,man,1800,50 ~ 54,2,152
Administrator,man,1800,55 ~ 59,6,152
Administrator,man,1800,60 ~,30,154.1
Administrator,man,1900,all,70,160.7
Administrator,man,1900,~ 19,0,0
Administrator,man,1900,20 ~ 24,0,0
Administrator,man,1900,25 ~ 29,0,0
Administrator,man,1900,30 ~ 34,0,0
Administrator,man,1900,35 ~ 39,0,0
Administrator,man,1900,40 ~ 44,8,152
Administrator,man,1900,45 ~ 49,4,152
Administrator,man,1900,50 ~ 54,17,153.7
Administrator,man,1900,55 ~ 59,21,153.3
Administrator,man,1900,60 ~,21,178.8
Administrator,man,2000,all,29,158
Administrator,man,2000,~ 19,0,0
Administrator,man,2000,20 ~ 24,0,0
Administrator,man,2000,25 ~ 29,6,168
Administrator,man,2000,30 ~ 34,0,0
Administrator,man,2000,35 ~ 39,0,0
